iteration,day,paw_0,paw_1,paw_2,paw_3,paw_4,paw_5,paw_6
1,1,0.22423018171274228,0.24760639446634972,0.2084376076730049,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
2,2,0.19670899915961515,0.2452823488048849,0.2084376076730049,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
3,3,0.18554083233557306,0.2427028784813424,0.2084376076730049,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
4,4,0.17761478629320948,0.24006077860711347,0.2084376076730049,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
5,5,0.17132901701156455,0.23743068070743215,0.2084376076730049,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
6,6,0.16605482688261142,0.23487668197369796,0.20842262094149083,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
7,7,0.16147218051962592,0.23248245972358636,0.20835800247652936,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
8,8,0.15739751094448584,0.23023765942228305,0.20824980273537097,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
9,9,0.15371349724688665,0.22813047930831984,0.20810329517521736,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
10,10,0.1503403533885473,0.22614910801945362,0.20792306964368973,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
11,11,0.14722123833181938,0.22428235309009517,0.20771312394035074,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
12,12,0.14431415728613545,0.2225198907165832,0.20747694659172272,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
13,13,0.1415871577855493,0.2208523335189829,0.20721758903121873,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
14,14,0.1390153283140806,0.21927121122735452,0.2069377274577664,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
15,15,0.1365788428563201,0.21776891171347265,0.20663971541597825,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
16,16,0.13426164193831053,0.21633860647468037,0.206325628342373,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
17,17,0.13205051657329492,0.2149741728109342,0.20599730128573845,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
18,18,0.1299344558749076,0.2136701187461004,0.20565636088330125,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
19,19,0.12790417220662226,0.21242151347110946,0.20530425252412793,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
20,20,0.12595174886702887,0.2112239243530928,0.2049422634856044,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
21,21,0.2223162545716409,0.21347749256350637,0.20461967863350045,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
22,22,0.21104725910210576,0.2147876284477153,0.20432286355459084,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
23,23,0.20201633083308096,0.2154732673263476,0.20404225479372168,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
24,24,0.1944552452165763,0.21572507156169882,0.20377101322827634,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
25,25,0.18794538778816022,0.21566713015911113,0.20350422353836345,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
26,26,0.23644020419710637,0.22257533978854546,0.20335474005351944,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
27,27,0.218572628641156,0.22355723105471295,0.20322528706988596,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
28,28,0.2073964930818632,0.22374400733116748,0.20310166560790383,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
29,29,0.1986385860517289,0.2234506701774935,0.20297531832575844,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
30,30,0.24293109679123492,0.2284637511432496,0.2029432935179633,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
31,1,0.21422665704300387,0.22858100477011348,0.20291414432070481,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
32,2,0.20356615527960092,0.2280702184355364,0.20287581722829645,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
33,3,0.19522963343599642,0.2272042314339243,0.20282190733278033,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
34,4,0.18832665282412064,0.22612919672736623,0.20274911487167874,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
35,5,0.1824101470134603,0.22493163958732956,0.20265597011514924,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
36,6,0.17721788032675168,0.22366567017202096,0.20254211281105755,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
37,7,0.1725811404052242,0.2223662472601934,0.20240785909990788,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
38,8,0.16838443281505155,0.22105638628007526,0.20225393175687,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
39,9,0.16454505062267977,0.21975136951095978,0.20208128854201823,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
40,10,0.16100168664747772,0.21846133462285813,0.20189101168529433,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
41,11,0.15770762911560332,0.2171929281532656,0.2016842364506945,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
42,12,0.1546264737571882,0.21595039325624585,0.2014621051394314,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
43,13,0.1517293053682659,0.2147363021034445,0.20122573786708675,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
44,14,0.1489927806056227,0.2135520582833952,0.20097621449594488,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
45,15,0.2913655603488887,0.2661965014009975,0.20613125991781805,0.20029696935549296,0.19158359652495505,0.17707057055779302,0.17233175984500604
46,16,0.26144881122756836,0.2734878174305879,0.210592076088575,0.200943309880164,0.19177749868235627,0.17712874120501337,0.17234921103917217
47,17,0.24093644205335096,0.2650075297542719,0.21261385797386306,0.20200228281302007,0.192230922072394,0.17730548767507898,0.17241445081610812
48,18,0.3134434043437394,0.2742212582891407,0.2152399108565894,0.2035313797308373,0.19300704752076558,0.17766204783863637,0.17256708670903054
49,19,0.27541184587914136,0.2778614943618647,0.2176241832854064,0.2053170293019545,0.19408603020596094,0.17823533475868503,0.1728459179100908
50,20,0.24842790621250976,0.2722526426573434,0.21864540468095373,0.20687335042040061,0.19530821442113144,0.17900329086727035,0.17327148658340857
51,21,0.2451684297487784,0.26846970778690327,0.2187613361293631,0.2079975546378358,0.19650100463698128,0.17989869720803509,0.1738380065569604
52,22,0.292730680893586,0.317315125367025,0.2452349881060797,0.21672659318305543,0.19995466935164224,0.1815615810609686,0.1747334356943268
53,23,0.25770441463072413,0.3002392154597119,0.2414358796004238,0.22169718761301238,0.20386341298089183,0.18389822284679702,0.1760612286262317
54,24,0.2460300893697962,0.281489727811183,0.2369835331061967,0.22384089976571409,0.20724264716717716,0.18654764235276244,0.17778550953035482
55,25,0.2370641388575957,0.2693986205215324,0.23189819435714232,0.22381589664788892,0.20960061016222925,0.18910962490545385,0.1797611009290485
56,26,0.22957885686023294,0.2612948057618564,0.2270688909673908,0.22234960344848587,0.2108112962989449,0.19126621853335246,0.18179099299650364
57,27,0.2230919717182922,0.2557258088520513,0.2228374780447988,0.22005377433212614,0.2109700278597379,0.19282345354111952,0.18367908794605226
58,28,0.2170389148711106,0.25181327106892526,0.21929074432345486,0.21738267383427123,0.21027980980293653,0.19370645262951597,0.18526565413725532
59,29,0.2608021904903922,0.26113935477230765,0.21795380064202124,0.2151118203813427,0.20911540112729698,0.19397522938870165,0.18645688349885314
60,30,0.2471415914252656,0.26098169641253144,0.21699610800890778,0.2132349151743586,0.2077372434922541,0.19374992582961875,0.1872231529842468
61,31,0.28760354889662143,0.27129097013164494,0.21788477338023793,0.21218768114086883,0.20645836293767716,0.19320854917188768,0.1875971286267029
62,1,0.3172904246492654,0.2825001762892899,0.22017436476831764,0.2121414947338499,0.20554929062736765,0.192556863818383,0.1876634059703709
63,2,0.3136922931418977,0.3171409916544593,0.2511347721291832,0.22139728645719625,0.20768967752715484,0.19274280014086587,0.18776558100768337
64,3,0.26654415132914766,0.31192353210187007,0.24556572841659619,0.2262056275497627,0.21063045068477587,0.1937551875138902,0.18814081974570934
65,4,0.24522721818091742,0.28885665394077675,0.24129166785716216,0.22828924814672902,0.2133140780742004,0.19526894689183466,0.18885761467571094
66,5,0.30651222021898616,0.2991632450317142,0.23867555542618146,0.2289629488353112,0.21539472745337224,0.19695277327014726,0.1898645190402058
67,6,0.3110236407296202,0.3169829635507436,0.2447269206422783,0.23124994888214778,0.21753728203284345,0.19877421810880747,0.19111578554695025
68,7,0.30490935414405196,0.3166704671475854,0.26669224569665795,0.23640268461700142,0.22058289095892947,0.20096291217369544,0.19264828032113768
69,8,0.2993082398455258,0.3166955667989074,0.2771604305085087,0.25278741502369395,0.23507907867330036,0.20550701794025616,0.1950842583930371
70,9,0.2981189920240377,0.3166965449066883,0.27713185213568625,0.25278741502369395,0.24735411200748603,0.2119576955218309,0.1987246463178392
71,10,0.3032105755643689,0.31566027330611046,0.2667567158596188,0.25278741502369395,0.24735411200748603,0.21593018762546967,0.20246466549629227
72,11,0.2677956250892408,0.3075260685729634,0.25638104658293615,0.25278741502369395,0.24735411200748603,0.21869134691163544,0.20591102670705913
73,12,0.24445074226637242,0.28593718546206515,0.24821893319596344,0.25278741502369395,0.24735411200748603,0.21820585520153363,0.20817783204156548
74,13,0.2512358301332067,0.27630413823448186,0.24063285817383762,0.2509169076262351,0.24637009106318708,0.2175770780597429,0.20957596263318262
75,14,0.22820471280302856,0.2639849073369199,0.23338998764652963,0.2460857570654601,0.24538607011888813,0.21713693406048945,0.21042261084753855
76,15,0.3085735343282955,0.3167481045397106,0.2515881069541892,0.24891394498992647,0.24440204917458908,0.21682883326101204,0.21092283435774445
77,16,0.2703702777979107,0.3091334964296537,0.24535952051977172,0.2492148634842214,0.24341802823029013,0.21661316270137781,0.21120828964699834
78,17,0.24423286619790674,0.28621558298556005,0.24001503889322184,0.2474122800242884,0.24243400728599107,0.2164621933096339,0.21136281753195285
79,18,0.23279825235195395,0.2709071892925843,0.23400217991816707,0.24284179869312728,0.24144998634169212,0.21635651473541312,0.21143928347915486
80,19,0.22566381416805437,0.2603095915937038,0.22775137237879373,0.23615709176425603,0.24008745558640276,0.21628253973345862,0.21147061714160986
81,20,0.21722217672779703,0.2533585573210866,0.22237631201233488,0.22983130300326304,0.23601387250497352,0.2162307572320904,0.21147701595491797
82,21,0.20974980602730825,0.2482736304121391,0.2176808647591315,0.22405553061402417,0.2298123580885274,0.21595132969887287,0.21139766686426836
83,22,0.2838813161677305,0.25821543740776554,0.21603342032280237,0.21934417589710198,0.22405789158193845,0.2140293904736439,0.21076554073324488
84,23,0.2708151363339323,0.2618156878533171,0.21454237017595895,0.21593287851202603,0.21900637581180338,0.21116857828494318,0.20946480878491824
85,24,0.24998158389261171,0.25798151338273634,0.21299624309008502,0.21304538230424536,0.21460406591037456,0.20784531678242396,0.20755731797033383
86,25,0.30962592359854624,0.2703546579399412,0.21375514478289664,0.2112563158572146,0.2109857290452652,0.20443353267112774,0.20519853916673592
87,26,0.28118683931538824,0.2728802548626966,0.2145498022706986,0.21028001061221552,0.20816000166618887,0.20119756557949742,0.20257660387672832
88,27,0.31260327721912595,0.3151200097060165,0.24214576054801618,0.21785820491311536,0.20846888862649882,0.19902505470344917,0.20008949591090847
89,28,0.2847029251796932,0.3103409642905638,0.2370426450024289,0.22171445198033668,0.20986638360044613,0.1979235455823996,0.19801806759851975
90,29,0.32076336770166647,0.31641271994086173,0.27640558135822024,0.2313509295570112,0.21371536016231646,0.198307182166226,0.19668315875499554
91,30,0.2885525865482004,0.3126156731461629,0.26377061678660896,0.23620932820969553,0.21792875159128194,0.1998397452035941,0.1962084914757391
92,1,0.297287256529001,0.31000689955428606,0.2526046947687869,0.23989746803449608,0.2210481986617061,0.20184837345087914,0.19647881285444496
93,2,0.31122027520410656,0.3154398460835346,0.2704160847146009,0.2445072623447282,0.22323181161100292,0.2039094971087676,0.1972863749169057
94,3,0.3148488348602777,0.3157237275291628,0.27580439226910336,0.2525093038025985,0.24735411200748603,0.21444258952772283,0.2010115960863148
95,4,0.2958657871157132,0.31313096665715856,0.2636678150203078,0.252338747807505,0.24735411200748603,0.21747493557482717,0.20452895471903243
96,5,0.3192282927793225,0.31647201920527623,0.2764573236853538,0.2525944361046458,0.24735411200748603,0.24584285923205218,0.21043277359725965
97,6,0.3046020093589902,0.3146666530891421,0.27488202852614474,0.25209588526079363,0.24735411200748603,0.251179986464627,0.21546376412724344
98,7,0.270814979385427,0.3052176187453072,0.26254194445939016,0.25208052488671673,0.24735411200748603,0.24888224563374806,0.21808714018300734
99,8,0.2504176353768195,0.2849233862915108,0.2507768436733262,0.2520565842214677,0.24735411200748603,0.24488959712303748,0.2199235034220421
100,9,0.2344142392820146,0.26942629307238686,0.24020683205806925,0.24991822827986998,0.24637009106318708,0.23938792699574651,0.22128930643729905
101,10,0.2407723833776496,0.26094836196949556,0.23155164560909502,0.2440250961862439,0.24538607011888813,0.23388625686845554,0.22265510945255607
102,11,0.2222885244505215,0.25398835345426696,0.2245822720100107,0.23548798565350137,0.24402353635485563,0.22855335922658826,0.2238521399823894
103,12,0.21280707529951637,0.24855939362802495,0.21862171905794114,0.22761339061061148,0.23937866569212707,0.22482033087728115,0.22344930121966255
104,13,0.2047790165069694,0.24462476120819712,0.21388400083961545,0.22064051985208433,0.23176167579319107,0.2222072110327662,0.22192655395214345
105,14,0.29223120237817757,0.258691744435534,0.21295175710204506,0.21562453855162533,0.22448000674130897,0.21853514195518053,0.2194874871392185
106,15,0.2659997573597914,0.26121720138459825,0.21246685095660456,0.21186797055951062,0.21830724666864587,0.21411351182679916,0.21645365133165662
107,16,0.2522740110785947,0.2582302988465922,0.21161210898089905,0.20896867872088165,0.2130940449482543,0.2094645144384495,0.21293526704985838
108,17,0.23702846049387644,0.2539108295259328,0.21073996221677332,0.20679830429665957,0.20871087390765192,0.20489781857655387,0.20910238929403097
109,18,0.2195931743081309,0.2491348032135847,0.20914966672496116,0.20466306513039484,0.20503230343158235,0.20061520269660837,0.20513459010096802
110,19,0.2078015697567841,0.24509466231288649,0.2073098039284747,0.20255901195857762,0.2018499667030722,0.19666675509380643,0.20117259638498353
111,20,0.2702129213012633,0.2530139434174926,0.20746705728936404,0.20130641066949323,0.19918255760372128,0.19308919439615047,0.19732593257449754
112,21,0.32273857118748717,0.26563953602492074,0.21023065371109528,0.20150374611176447,0.19727988682740744,0.18999536970972114,0.19370512050122846
113,22,0.2871747992139019,0.2719212714535666,0.21204146718337763,0.2018525777308835,0.19618724066998727,0.18752711680156925,0.1904300761774947
114,23,0.2673547197182895,0.270928137843199,0.21322156348944016,0.2024722729266913,0.19560069530441143,0.18562158457143046,0.18756588548183928
115,24,0.3120573352059356,0.3159054529919457,0.22714060628330535,0.20719628419902142,0.19656621257785745,0.18456923141964882,0.185245246049346
116,25,0.3134885535921974,0.31616115365342334,0.23554350170381655,0.21306149918289696,0.19898652421598445,0.18455568445801823,0.1836167343581116
117,26,0.2870990842074178,0.31151074546842183,0.23385630844277594,0.21666425427927982,0.20175718200083087,0.1853767147312308,0.18272308525621134
118,27,0.32271393250163616,0.3169355747985233,0.2364842049137552,0.22009815681686984,0.20467448281455125,0.18681735932018056,0.18252972426156594
119,28,0.2847675094921558,0.3131372593063746,0.23398445517293043,0.22148184627784406,0.2072400237238024,0.18861544716205164,0.1829337979178755
120,29,0.27902381885108385,0.3051352295721462,0.232497905237236,0.222066310020809,0.20918417150341617,0.1904527994082439,0.18376785515114996
121,30,0.27111813998417733,0.2938964712736414,0.23171690999262295,0.22239069030868475,0.21058247475747388,0.19214737284666794,0.1848600672459692
122,31,0.2457942463703804,0.27726658482064026,0.22776763028882674,0.220999909138767,0.21130994923625307,0.19358410142554777,0.18605563428600663
123,1,0.30046921756055855,0.28173801197655857,0.22628081626474006,0.21991062508660753,0.21136460835060195,0.19458168434476292,0.1871918060897974
124,2,0.3185856298765495,0.2909436869206672,0.22693672092777617,0.2194506134035587,0.2112246542998853,0.19523015300642593,0.18818166695094984
125,3,0.2811369680504613,0.2882258460143662,0.22601086636710732,0.21852841970513998,0.21097400601876098,0.19563333477944894,0.1889955240856635
126,4,0.30957705154132165,0.3159243950781825,0.22953148748762853,0.21912422231081874,0.21090768250463382,0.19588185777734746,0.18963978097933265
127,5,0.3053788177432635,0.31580464278089193,0.24066143311857513,0.22286161643162428,0.2119943169661861,0.19638373336306553,0.1902413234806164
128,6,0.29344932282323677,0.31406062075431285,0.23721258918172372,0.22446174488775583,0.21322449915977848,0.19710212173271502,0.1908779197424098
129,7,0.3107236109282179,0.31615110847524963,0.2599931640121703,0.23114827674586902,0.21608007311676342,0.1984591034554405,0.19173063164248294
130,8,0.30320290844870057,0.3147274699278323,0.25094310337232995,0.23443582760408088,0.2190563021448782,0.20030031890268513,0.19287989460670746
131,9,0.3152122105102665,0.3164957361604782,0.2764780182161677,0.25239727615945373,0.22531061649356565,0.2034626499041755,0.19463307798211177
132,10,0.3201493804947745,0.31699400858652016,0.27691279215686393,0.2526345604989686,0.24733434831794932,0.2257208845506371,0.20253777673883328
133,11,0.30247273846184797,0.31596423935804907,0.2660907120345719,0.2524819711664912,0.24731460794785187,0.2254435871956505,0.20798787666204238
134,12,0.28222170181761386,0.3105151941848824,0.2552509165469118,0.252324235064576,0.24729419020919619,0.2249694022657165,0.21166069112930846
135,13,0.3110753775277223,0.3164447577699675,0.27643353637335577,0.2523729925215875,0.24730050274414928,0.23822604318866447,0.2154249890844529
136,14,0.3059022066103453,0.3156799704142036,0.265834377169303,0.2526081233015931,0.2473309289424096,0.23615180035524264,0.218059997653054
137,15,0.309216379805747,0.316503922916498,0.27648516167422443,0.2524011758124115,0.24730415106959625,0.251179986464627,0.2364527946726812
138,16,0.2822283399602462,0.31008638351130546,0.26590485375697337,0.252618868947296,0.24733231881921136,0.24913757524747615,0.23781859768793823
139,17,0.2819810094007976,0.3054764386050741,0.2555351512936438,0.2525689780706861,0.24732586531101586,0.24705748744634382,0.23918440070319513
140,18,0.2736450917296033,0.2980418117901178,0.2483190548421882,0.25258857300629345,0.24732840010413049,0.24181014452140714,0.24055020371845215
141,19,0.30608481295980206,0.3169899573434304,0.2513647503047084,0.2526326317409756,0.24733409886436075,0.23786049374027463,0.24188849903431697
142,20,0.3004338520973284,0.31625355335156247,0.24545787934284125,0.25262197582955703,0.2464079330149067,0.23235882361298366,0.24188849903431697
143,21,0.2765672755207015,0.31088826670734615,0.2413907302591879,0.25095885738873336,0.2454078202166411,0.22748415594775795,0.24188849903431697
144,22,0.2949331017718857,0.3170388521100317,0.26237397765835846,0.2526559095223797,0.2473371093511869,0.2241563153255547,0.24120108217799308
145,23,0.26565989734057494,0.30655039528272376,0.2533239405997222,0.25272224557058576,0.24734568711198968,0.223425305569101,0.240200375426046
146,24,0.25797540627853,0.2937664101754912,0.2469834552528889,0.2527172337092001,0.24710910519870521,0.22123069331704015,0.2382591205660729
147,25,0.24104279286808072,0.277045130298613,0.2401209192875774,0.2505357525501023,0.24611973084950967,0.2196944647405975,0.23565948203048148
148,26,0.2307453430695129,0.26600663334288166,0.2335561131929177,0.24553951816454722,0.24512980165092257,0.21861910473708762,0.23259897492195736
149,27,0.2227423039577383,0.25855805989730096,0.22780623151856538,0.2380803478896476,0.24414014026866238,0.21786635273463073,0.22921585981238035
150,28,0.21608761240177027,0.2534207410897329,0.22299280456462034,0.2310888945843158,0.24061864813734757,0.21733942633291092,0.2256069191020662
151,29,0.24579599644816108,0.25288099919176876,0.2192644656405831,0.2250847261922283,0.2345193164391528,0.21697057785170704,0.22183990047123603
152,30,0.22892241566934834,0.25085346634869143,0.2164909306261742,0.22006439602715844,0.22756882846639315,0.2157961452459642,0.2186051306898184
153,31,0.22082783126718947,0.24893944763773876,0.21433656516756494,0.21590385527402683,0.2214553246595219,0.21313999127988287,0.21554394565300167
154,1,0.31483534397322754,0.317315125367025,0.22310817163232166,0.21562295868626163,0.21709160301838243,0.20997156701128422,0.2124505888466503
155,2,0.3089292039121979,0.317315125367025,0.2691482245949167,0.22546379147988116,0.2169892477076707,0.20772296343005153,0.20961065800783452
156,3,0.2891893933891586,0.3169254891839429,0.2588646189255115,0.2323523744354149,0.2189841738768325,0.20674741877393726,0.20733004302382924
157,4,0.260500109036505,0.3050880324199271,0.25097662117402597,0.23549745696174462,0.22132414695314473,0.20676652943755092,0.20573934573410957
158,5,0.258894519366349,0.2932012566312989,0.24545502274798614,0.2360425352023635,0.22312565157874897,0.20732035828976175,0.20479200628696909
159,6,0.29468462943155205,0.29395686710305946,0.24118906752056335,0.23514430340256987,0.22411723527673388,0.20800551359570474,0.20433441526575374
160,7,0.260500109036505,0.2870958055101763,0.2372699304659157,0.23333980002632004,0.2242699928524482,0.20853094958257917,0.20417173234696528
161,8,0.2657885524552557,0.28443558553141246,0.23403131068736704,0.2311050617293806,0.22370650166636652,0.20872970741756675,0.2041174816543096
162,9,0.30194035093128124,0.317315125367025,0.2549507298395237,0.23581657066716988,0.22472551051744616,0.209174540557382,0.20421295611139523
163,10,0.2998579601245386,0.317315125367025,0.2504884346521138,0.23809121995775628,0.22580592991002102,0.20981004957302507,0.2044704409360481
164,11,0.27532190580453797,0.30883646463006276,0.24511329218264755,0.23806223676142857,0.22656222348482347,0.21048179395641592,0.2048522036283224
165,12,0.2526070972814878,0.2899260296434615,0.2409693196754591,0.23649217014038415,0.22692719563233021,0.2110615066690416,0.20529335132670212
166,13,0.2402461988433514,0.27474457793735796,0.23557405664801512,0.23377454459741975,0.22636738847269566,0.21129936341998923,0.20567351174085213
167,14,0.23124561523680626,0.26470910965214023,0.2302033200996635,0.23026098575283926,0.22492145580757728,0.21103208334611706,0.20585944000859557
168,15,0.2383387559968681,0.25913969125313274,0.2253900803458695,0.2263575226354948,0.2227382640067912,0.21019002975417062,0.20573697371843203
169,16,0.22415207899196865,0.25442650144129964,0.22143602358631798,0.22243888142548818,0.22003443738323902,0.20878944425274254,0.20523107166488908
170,17,0.2176924368389353,0.250990809805673,0.21817329892438936,0.21871701517990494,0.21702519887307742,0.20690626284869434,0.20431198580619458
171,18,0.2121719503475914,0.24845685422277905,0.2155286440392985,0.21531831234246945,0.2138991210647337,0.20465021252335758,0.20299181060750732
172,19,0.20737779381751592,0.24656314112288177,0.2134113202835311,0.21230402322953434,0.2108065798650125,0.20214321493570542,0.20131558869213068
173,20,0.30332884738324195,0.28921285303570365,0.21804687368534148,0.2115846868710229,0.20842600011765422,0.1996741427001415,0.1994015116806978
174,21,0.2686289871046217,0.29015155371858203,0.2214325661690405,0.21209685916517457,0.20691324598274896,0.1974919658947752,0.19740700473108486
175,22,0.242195472271863,0.27652757977994924,0.22217806888055547,0.21267903058453524,0.20602896951412347,0.19569915919043107,0.19547300785505262
176,23,0.23091818929977975,0.26577877559946883,0.22101334385591376,0.21273713307069525,0.20542740673193366,0.19426372566273314,0.1936885799835208
177,24,0.2441162376888284,0.26431788876898654,0.21973358140798022,0.21239387607662713,0.2049033356861803,0.1931017008796187,0.19209087303851408
178,25,0.30909026403672146,0.317315125367025,0.2434131153457635,0.2192574563621144,0.20659556003979918,0.1927959508375242,0.19088075316438102
179,26,0.29944444645152724,0.317315125367025,0.26889229707619333,0.22800793985297818,0.21040526213459143,0.19372483643649574,0.19031233493217936
180,27,0.2975352498227314,0.317315125367025,0.277192986686577,0.25278741502369395,0.21836089555073296,0.19676174638061833,0.190825515152875
181,28,0.27273152601651685,0.3145396517242949,0.26690938101717177,0.25278741502369395,0.22476633543584978,0.2008092153070391,0.19239898198528815
